from_person,to_person
P3605,P2440
P876,P239
P3749,P4100
P3969,P1945
P4885,P4698
P1490,P1114
P2197,P4136
P1994,P1488
P1329,P1702
P3907,P110
P4897,P2433
P1213,P926
P463,P4021
P3939,P3279
P4959,P2483
P132,P2097
P1540,P1382
P2907,P2012
P4580,P3236
P4970,P3560
P4631,P365
P4435,P2692
P4217,P1119
P2,P3150
P4210,P1852
P111,P4607
P928,P1466
P3768,P3341
P117,P3460
P2141,P3298
P4786,P3001
P656,P2572
P1926,P1024
P2303,P883
P3736,P3615
P4803,P2538
P1967,P3593
P3004,P1745
P4350,P3516
P427,P4261
P4121,P3187
P1047,P4179
P3154,P1108
P2195,P4871
P1049,P2107
P696,P2956
P646,P1461
P2239,P2022
P4030,P1779
P1968,P3938
P3261,P2555
P3617,P1519
P3717,P645
P4152,P2126
P1562,P3311
P4658,P3374
P750,P2958
P2880,P4499
P452,P3871
P386,P3503
P456,P3654
P4470,P1503
P4062,P1222
P4243,P3681
P4178,P1895
P2720,P1424
P3028,P2572
P3414,P118
P128,P2068
P4058,P3736
P2974,P3080
P2629,P4969
P2977,P2098
P2078,P4219
P2637,P2545
P1793,P3771
P3678,P3753
P123,P3341
P3223,P3151
P4138,P4431
P3842,P3488
P330,P2559
P3072,P3845
P2271,P3940
P1868,P742
P3706,P4163
P2886,P966
P1369,P995
P3065,P2086
P1309,P2882
P2226,P1688
P1385,P1714
P1405,P3663
P2414,P3230
P2725,P4617
P2165,P3201
P1592,P2098
P608,P4989
P455,P2527
P4341,P475
P2772,P3866
P1985,P1377
P629,P3647
P2258,P225
P3700,P1383
P3730,P3172
P3329,P3445
P3584,P4037
P4364,P257
P1625,P4149
P2232,P2396
P2164,P2794
P1006,P4282
P1007,P4939
P1622,P3539
P2657,P1830
P4261,P3952
P3063,P1682
P151,P3087
P3613,P83
P4437,P4024
P1526,P295
P447,P2385
P1711,P4009
P4771,P2262
P4455,P2411
P2347,P4842
P1519,P1857
P4528,P3171
P117,P2223
P151,P745
P1292,P4738
P2118,P4354
P2885,P2935
P4525,P3656
P297,P854
P1980,P3626
P2657,P1491
P2064,P426
P3433,P4608
P3110,P45
P882,P2638
P366,P706
P1603,P1660
P4967,P4735
P4278,P987
P2032,P1792
P1290,P3961
P1745,P4071
P1931,P4999
P4760,P3652
P1391,P4951
P1523,P113
P580,P2571
P3401,P1505
P4086,P761
P1914,P4279
P3998,P2249
P3227,P2732
P2880,P3041
P4757,P1813
P1992,P4880
P4050,P2213
P3844,P2388
P4785,P2205
P741,P1135
P4516,P4807
P2699,P1548
P2944,P2639
P3933,P1403
P3518,P1104
P850,P1292
P103,P1685
P2763,P3102
P3931,P2363
P4581,P1788
P133,P2140
P2154,P3822
P1602,P1039
P366,P3570
P1618,P2758
P4271,P4791
P1555,P2574
P3186,P3275
P2754,P2722
P4573,P823
P3857,P1278
P2245,P1420
P3150,P644
P553,P1883
P259,P4431
P3422,P762
P4997,P1334
P4024,P13
P1599,P1787
P1300,P3674
P3787,P845
P2639,P163
P730,P2387
P2798,P2447
P3629,P1492
P730,P4440
P1010,P354
P1116,P868
P2743,P230
P2126,P1600
P3904,P1075
P1883,P4984
P3697,P1019
P4822,P1495
P1391,P4717
P3927,P4925
P4796,P376
P3565,P349
P1886,P1503
P1078,P3783
P3115,P1795
P4005,P202
P3585,P2627
P3147,P1218
P3619,P2427
P2011,P3889
P796,P3060
P3764,P3305
P3369,P289
P1529,P2220
P1155,P2652
P331,P2208
P4325,P1157
P248,P1577
P3477,P504
P207,P2037
P1331,P2813
P1578,P2961
P58,P4473
P336,P2246
P3076,P1552
P2983,P3316
P284,P3705
P723,P4008
P4818,P3895
P2077,P1241
P1967,P1267
P323,P526
P302,P1170
P833,P2989
P2428,P2053
P2319,P519
P468,P4630
P3068,P636
P26,P4655
P1104,P1562
P3213,P1635
P3519,P4915
P1126,P3429
P4934,P1882
P3519,P4780
P1183,P3751
P3189,P4430
P286,P1661
P970,P2594
P450,P1709
P1258,P1769
P4285,P2827
P4641,P2527
P487,P184
P14,P3347
P1053,P3019
P3128,P4776
P3484,P4992
P1363,P4721
P1899,P2585
P1662,P1616
P24,P3128
P4206,P328
P4048,P1174
P4893,P3134
P3505,P3419
P1828,P2052
P3832,P3693
P4564,P1569
P3569,P3211
P753,P3579
P881,P2089
P8,P1744
P873,P466
P2912,P2623
P1981,P4551
P4654,P3916
P4608,P1064
P4705,P2889
P2592,P4061
P951,P4514
P4908,P4490
P4122,P1395
P842,P1377
P1018,P590
P1634,P630
P1045,P3756
P4993,P3716
P3690,P3888
P3030,P1464
P4541,P3183
P1948,P4138
P1928,P330
P1293,P157
P4439,P2085
P3429,P565
P1348,P3939
P3647,P4546
P96,P1312
P1783,P1681
P1013,P3337
P4926,P230
P331,P235
P1781,P4131
P729,P3296
P4004,P4624
P1025,P4750
P3031,P3697
P1131,P4356
P4943,P2834
P1471,P1271
P1459,P4945
P1308,P1621
P2487,P2425
P1545,P72
P2610,P3746
P1041,P4750
P3525,P4245
P4250,P2380
P3467,P1878
P3528,P2293
P4888,P1797
P3076,P2080
P4770,P1681
P1920,P4245
P1667,P2788
P2680,P1529
P4711,P3382
P1188,P2711
P495,P1479
P1046,P180
P4367,P57
P3125,P1990
P4353,P716
P4623,P521
P536,P3180
P1501,P1988
P1591,P1182
P4088,P3888
P2573,P2978
P2079,P4814
P1682,P2297
P2212,P3118
P3086,P130
P2833,P3103
P622,P3341
P129,P4199
P3565,P860
P4358,P1618
P3204,P4403
P2762,P26
P1817,P464
P4398,P4525
P3755,P4468
P352,P3350
P2615,P30
P2993,P1014
P4499,P2107
P1444,P2129
P4686,P4536
P4269,P1729
P734,P2735
P4354,P3145
P313,P823
P2270,P1827
P742,P3629
P2189,P3815
P555,P4598
P2664,P1414
P3299,P1372
P4514,P1932
P2799,P173
P1134,P4517
P4844,P1694
P950,P2808
P1504,P4651
P4215,P997
P3813,P1890
P4336,P985
P819,P2286
P2915,P1988
P3823,P4307
P2198,P4753
P871,P2775
P4141,P435
P4724,P4364
P3147,P4408
P1812,P1101
P875,P4186
P4334,P1771
P1100,P3033
P3062,P179
P904,P489
P302,P4423
P4222,P726
P1208,P4774
P592,P3476
P2078,P898
P954,P1240
P1757,P969
P90,P916
P3233,P1550
P2692,P1861
P517,P3352
P607,P1615
P326,P3126
P3534,P4509
P4725,P2362
P3349,P1423
P4449,P2257
P1163,P1376
P3007,P4933
P4102,P1401
P1897,P3414
P1292,P134
P4573,P2305
P4169,P269
P391,P2966
P3740,P3214
P2968,P1556
P3974,P2811
P488,P1945
P2512,P3562
P230,P351
P4950,P3805
P478,P2378
P1193,P4497
P4159,P4080
P544,P1222
P392,P427
P4948,P3519
P2813,P602
P3922,P400
P1695,P4388
P3504,P2506
P1078,P525
P3169,P3404
P1722,P4413
P1783,P4786
P777,P3681
P42,P755
P741,P4858
P4187,P3456
P4242,P4814
P4863,P4025
P2014,P423
P1119,P3077
P2436,P1765
P409,P2143
P1979,P1542
P809,P3020
P161,P370
P991,P4739
P4684,P1576
P3591,P4363
P3353,P162
P277,P3134
P1277,P3909
P3843,P3351
P1634,P1765
P3308,P2568
P4418,P2008
P2855,P3501
P4510,P2263
P4131,P3600
P1178,P317
P3421,P3262
P1838,P184
P924,P2627
P3781,P2612
P3810,P2339
P3663,P3236
P4913,P1387
P4238,P2436
P3978,P1109
P4874,P1480
P3868,P4549
P4156,P4138
P3096,P1014
P808,P3790
P4280,P4608
P243,P2049
P4065,P1493
P3905,P4220
P958,P2742
P2256,P2660
P2479,P3456
P1964,P126
P4510,P2236
P926,P738
P344,P1317
P1681,P1034
P1060,P1540
P429,P4973
P4599,P3030
P2619,P2425
P1474,P2133
P1560,P2985
P3589,P1280
P1965,P2463
P1402,P4693
P4716,P4880
P479,P300
P4957,P4118
P2104,P2559
P2730,P3659
P1689,P3664
P1821,P4206
P3100,P4241
P4923,P3546
P4433,P665
P3134,P3834
P3775,P4790
P2200,P908
P2636,P311
P3073,P968
P2988,P4485
P1479,P1366
P3070,P866
P1572,P3276
P4850,P2218
P2949,P763
P4499,P2164
P3921,P3573
P53,P2920
P683,P234
P3898,P4710
P4629,P932
P4892,P1600
P3617,P2188
P312,P513
P3085,P3765
P2113,P1326
P1865,P4850
P2999,P3056
P2203,P4531
P3297,P3383
P3937,P2039
P1975,P3467
P2983,P3708
P2796,P2370
P1664,P4458
P3125,P1926
P756,P2523
P1917,P2478
P377,P3168
P1795,P1723
P4194,P2601
P4465,P4275
P3734,P4167
P3750,P854
P4487,P2452
P3311,P3748
P3031,P3180
P117,P4768
P1254,P4538
P3769,P1292
P3163,P2568
P2500,P1070
P3892,P690
P966,P4463
P2968,P221
P955,P1277
P1218,P3916
P736,P3203
P3933,P1733
P1773,P4802
P2719,P4440
P3778,P4126
P3975,P4992
P3339,P2917
P3885,P4035
P3091,P1422
P3613,P3626
P3715,P924
P2077,P4802
P1289,P798
P2517,P3873
P2931,P4827
P281,P1839
P2008,P4214
P404,P4218
P2549,P4489
P362,P4625
P3262,P2580
P2999,P62
P4826,P2279
P4076,P3162
P2589,P4289
P2443,P4212
P1309,P3609
P4454,P1642
P623,P2089
P3003,P819
P921,P3034
P3760,P75
P4394,P4193
P2131,P1822
P2763,P1387
P1440,P765
P3086,P4898
P3693,P3084
P3944,P4422
P1421,P598
P4067,P3336
P4383,P4632
P5,P4759
P2465,P2010
P4001,P4801
P2262,P2710
P2273,P2463
P2347,P3047
P3225,P1599
P2062,P1337
P52,P3064
P4590,P3470
P1958,P2616
P1689,P4152
P4038,P4346
P4045,P97
P885,P3954
P3076,P2489
P4666,P2048
P4691,P2832
P1970,P2330
P615,P1638
P4422,P3091
P1471,P3941
P4878,P498
P3877,P4317
P4423,P1407
P2682,P4591
P3048,P3728
P1671,P131
P1096,P1683
P1065,P3217
P4879,P3526
P3670,P12
P4998,P1597
P1606,P1842
P4961,P1689
P4141,P2466
P2807,P3130
P87,P2602
P3022,P2031
P3245,P3468
P1476,P215
P3755,P1013
P3299,P3582
P116,P4603
P2755,P3775
P629,P405
P3483,P2413
P130,P841
P1234,P564
P4670,P110
P2616,P333
P996,P1780
P4862,P326
P3385,P1122
P1005,P2269
P4463,P1454
P1785,P2619
P4408,P698
P4996,P3985
P1930,P1276
P4157,P4723
P608,P2847
P995,P2874
P21,P1118
P2653,P3574
P4954,P573
P2811,P2363
P3434,P2119
P20,P318
P4997,P125
P4675,P2380
P2267,P609
P890,P3297
P1040,P1328
P1900,P826
P1233,P2879
P482,P2272
P1670,P1785
P2479,P3654
P3937,P4931
P1925,P3335
P526,P1002
P1607,P2690
P3834,P1425
P3202,P1372
P2223,P851
P4336,P2415
P3212,P1885
P2179,P3887
P1252,P4696
P1153,P840
P1530,P1605
P3083,P3223
P1637,P528
P3575,P436
P3115,P3053
P55,P434
P4493,P3561
P3622,P2748
P3400,P3859
P4535,P1757
P4943,P192
P773,P2874
P3694,P3340
P4971,P3685
P1741,P2130
P3212,P3628
P2711,P1251
P972,P3510
P2891,P1719
P1539,P247
P2126,P776
P4133,P2773
P4195,P4419
P1004,P885
P4606,P3140
P1198,P4373
P2928,P4992
P2154,P3124
P1532,P4872
P583,P307
P1071,P3654
P692,P4386
P4233,P1467
P2065,P4088
P4829,P2210
P1800,P4922
P63,P3357
P208,P4562
P1989,P743
P4650,P3790
P4454,P2955
P56,P1655
P794,P1381
P1940,P2479
P2305,P4906
P2540,P4950
P1984,P157
P4673,P1992
P4537,P4034
P526,P1151
P1276,P2596
P4184,P424
P819,P4688
P2352,P3820
P3268,P2515
P2102,P4725
P746,P4376
P3653,P3225
P871,P1379
P109,P1836
P3805,P1082
P1388,P4456
P1918,P4472
P4516,P277
P2050,P4318
P580,P3249
P2121,P2845
P4975,P3600
P4089,P2748
P701,P2920
P2010,P971
P2879,P2659
P4276,P774
P4583,P4743
P4579,P1257
P4533,P4271
P3986,P3398
P4015,P4936
P2550,P3058
P2577,P1231
P3043,P2845
P3478,P2279
P482,P2401
P4694,P4044
P4542,P2336
P2528,P4342
P4433,P3836
P352,P38
P2851,P2585
P4708,P1509
P4717,P1488
P4721,P351
P3187,P1821
P2732,P4225
P1734,P4846
P1325,P375
P53,P557
P4363,P3717
P1742,P1673
P2419,P1791
P3009,P1635
P4799,P3583
P3857,P3675
P1874,P2089
P4121,P3978
P3512,P4048
P4333,P2746
P2211,P1382
P1574,P581
P3593,P62
P2855,P3752
P3953,P3346
P3999,P510
P1301,P937
P2554,P1490
P2248,P71
P3219,P4941
P1104,P178
P457,P1986
P3133,P1361
P4549,P2483
P2687,P2942
P3606,P4033
P3736,P4476
P37,P3573
P87,P3083
P1300,P1109
P4713,P564
P4430,P653
P206,P2243
P2768,P293
P3124,P4808
P2852,P234
P2242,P4154
P1734,P2986
P629,P593
P3495,P610
P4395,P4703
P40,P3583
P404,P3531
P1337,P1479
P3389,P3156
P2611,P888
P3839,P3512
P66,P3778
P3279,P1754
P3650,P767
P2572,P1476
P255,P229
P3087,P4485
P2197,P1041
P3836,P698
P1161,P3514
P3089,P1511
P3543,P2008
P1780,P1274
P1081,P4551
P1441,P3633
P3512,P4380
P1613,P2858
P935,P462
P991,P3229
P4667,P1387
P2511,P1979
P4246,P146
P3021,P725
P2637,P4563
P4941,P574
P2407,P4881
P4249,P1527
P1390,P1955
P4066,P3371
P2400,P3060
P2171,P3189
P2487,P2922
P3752,P4239
P413,P4248
P2757,P3067
P3662,P1749
P2534,P4282
P2233,P1424
P924,P3365
P81,P1055
P2705,P4902
P4386,P3083
P1479,P28
P4472,P4443
P1957,P2878
P1462,P4829
P463,P2828
P985,P918
P3700,P1531
P2308,P2122
P2989,P91
P1423,P41
P2465,P4508
P2642,P1918
P2112,P4639
P1563,P2247
P2942,P1696
P3831,P651
P3673,P2843
P4530,P2233
P2130,P1974
P793,P1256
P4945,P2565
P222,P1580
P1667,P688
P2396,P2909
P3517,P2267
P32,P2560
P3032,P4338
P3597,P1316
P2969,P424
P2365,P3593
P873,P3160
P3316,P856
P4596,P1141
P3487,P32
P4259,P2180
P1779,P4365
P668,P3890
P3581,P1432
P182,P2260
P354,P2901
P4911,P4998
P4167,P1279
P1922,P2714
P778,P2267
P3172,P2898
P3174,P4194
P3773,P4814
P3321,P4551
P788,P4458
P2378,P354
P227,P2842
P4219,P1057
P308,P4501
P4278,P522
P2532,P680
P3977,P3311
P3855,P451
P4424,P3373
P1878,P3186
P1321,P1557
P4915,P3076
P989,P2966
P269,P2813
P1989,P79
P2163,P1068
P4487,P1551
P4220,P1053
P1814,P4973
P1935,P1776
P1049,P3293
P906,P1117
P121,P4709
P914,P2221
P2124,P3023
P2911,P429
P1435,P1619
P4523,P241
P4393,P3350
P2226,P1031
P4792,P4632
P565,P2758
P278,P2372
P673,P4385
P2429,P4525
P4940,P3926
P721,P3563
P644,P2005
P1621,P1396
P3067,P1458
P1860,P2145
P4245,P3955
P2190,P4004
P2879,P4744
P3727,P4328
P1924,P3908
P4230,P2587
P2751,P4618
P2813,P4182
P2905,P4593
P3614,P721
P279,P737
P4801,P1495
P4549,P3053
P2108,P1150
P4933,P1489
P3397,P2715
P1953,P589
P1198,P3258
P2757,P3721
P4842,P2934
P2702,P109
P1504,P995
P233,P1876
P2868,P1816
P3728,P3976
P1244,P1279
P2912,P4810
P4008,P4919
P1678,P1772
P4584,P3714
P2571,P4730
P3784,P1110
P1541,P4633
P2474,P956
P3084,P3889
P3552,P1017
P2365,P4017
P2554,P185
P798,P1272
P3224,P2334
P3944,P1660
P1063,P1723
P617,P938
P3144,P355
P1277,P885
P1642,P440
P3992,P4816
P2775,P4649
P4733,P182
P4108,P2280
P3099,P3691
P1779,P894
P2903,P2979
P2836,P546
P2642,P3658
P822,P2777
P3784,P251
P3184,P1117
P3757,P3885
P2979,P1434
P3503,P3231
P499,P4958
P1340,P4723
P1750,P1542
P370,P35
P4515,P3461
P2496,P613
P4390,P1352
P2180,P2074
P3239,P2043
P2468,P211
P4640,P161
P817,P4307
P71,P644
P1561,P934
P3247,P722
P896,P3650
P957,P248
P2427,P2721
P4386,P3191
P1085,P1925
P1727,P3660
P412,P3664
P3369,P4970
P211,P3265
P4631,P3183
P2653,P1183
P2051,P1846
P4647,P3220
P1004,P4369
P2391,P2998
P628,P1464
P2471,P3941
P3683,P542
P2536,P3863
P2817,P419
P2363,P4616
P2465,P961
P4318,P878
P1888,P1655
P1173,P147
P689,P1571
P2815,P1351
P3477,P3258
P3438,P3138
P4910,P4356
P1184,P1626
P1655,P3759
P262,P4864
P4955,P3343
P2919,P1701
P1796,P2782
P1220,P4713
P2506,P4702
P927,P3053
P845,P3501
P2755,P1128
P943,P3027
P3109,P2925
P3309,P3139
P4239,P4710
P1395,P2634
P1739,P3143
P213,P4297
P3940,P443
P160,P2433
P1977,P3717
P3275,P2184
P1313,P2250
P3220,P3458
P3430,P3157
P1540,P2485
P700,P2824
P4052,P1091
P4742,P3609
P269,P1272
P2145,P964
P906,P4609
P3251,P424
P3492,P1847
P3270,P2882
P1795,P1575
P3314,P3274
P1751,P4750
P4073,P2535
P3212,P3479
P2436,P4484
P933,P3234
P3924,P775
P1386,P3837
P853,P254
P4660,P211
P2031,P3371
P3144,P2578
P1974,P1044
P3477,P3514
P756,P4746
P4504,P1954
P139,P90
P3606,P2630
P3501,P4674
P1468,P2612
P73,P516
P3495,P3525
P2649,P2628
P4541,P3810
P527,P1700
P4287,P3760
P136,P4007
P940,P4071
P4020,P1769
P391,P2538
P1691,P2979
P1707,P420
P1891,P582
P4573,P3181
P966,P880
P3760,P2332
P4909,P3416
P1378,P3344
P4714,P4236
P4822,P3411
P849,P4945
P2693,P2239
P4512,P112
P1639,P4030
P2061,P3935
P3099,P4432
P4450,P2301
P162,P620
P488,P3256
P3045,P1330
P1319,P2111
P356,P4663
P1944,P3680
P1580,P115
P3520,P2818
P3042,P1210
P4716,P209
P2294,P4310
P3592,P3609
P1047,P3640
P1766,P2941
P3809,P355
P4115,P4226
P3744,P2418
P4185,P837
P578,P2662
P59,P3548
P1416,P2965
P780,P3529
P3703,P2989
P1989,P3372
P1524,P624
P4061,P4391
P288,P1578
P595,P656
P25,P3645
P1799,P3942
P1231,P2384
P4513,P508
P4683,P4404
P289,P2815
P1390,P2897
P1145,P4290
P536,P2312
P889,P4383
P2583,P2945
P173,P658
P1816,P1070
P2319,P4684
P4169,P2864
P1154,P2530
P3603,P1314
P3632,P238
P1753,P3497
P6,P3558
P3613,P4055
P2489,P1075
P419,P4341
P1999,P3540
P30,P3895
P3988,P2536
P1690,P1234
P3717,P1709
P915,P4658
P3105,P2649
P4097,P1969
P3190,P1551
P3255,P1563
P435,P3808
P3615,P4647
P1571,P1219
P1210,P3762
P3534,P1315
P1517,P4661
P274,P3267
P1199,P4146
P31,P4239
P4284,P1703
P3554,P2193
P1125,P3540
P335,P1650
P3727,P4815
P3206,P27
P1598,P4953
P2284,P2513
P2080,P1791
P905,P575
P4724,P976
P2052,P2612
P2952,P635
P4464,P393
P555,P2923
P2090,P3768
P3112,P1099
P3376,P2251
P3399,P2539
P3384,P575
P4682,P4546
P4121,P4047
P3046,P1755
P908,P1838
P4221,P4881
P1483,P2330
P1525,P319
P4059,P1396
P2691,P4198
P4969,P2771
P210,P4124
P3463,P3867
P4704,P4401
P4700,P1190
P1219,P355
P2423,P2969
P4663,P2270
P4557,P3416
P3055,P3278
P4523,P2663
P2054,P2216
P1826,P1379
P3881,P3581
P3555,P2637
P2617,P3261
P603,P4742
P2747,P2801
P2251,P4252
P4821,P4356
P4680,P490
P1111,P108
P4230,P4641
P2965,P3955
P159,P3521
P3730,P2041
P3099,P3144
P2120,P4258
P67,P346
P3765,P4374
P3688,P1366
P676,P1243
P1764,P4345
P2428,P4602
P3973,P2709
P3768,P3896
P4448,P2334
P44,P1145
P4803,P3609
P3167,P592
P908,P355
P2056,P2739
P4549,P2824
P4953,P3238
P4633,P3294
P3725,P147
P4535,P2859
P2935,P936
P658,P3264
P2700,P4899
P3511,P3221
P1045,P4287
P417,P3832
P1681,P1815
P309,P1450
P3575,P751
P1079,P4127
P789,P2527
P48,P2421
P3254,P1964
P2363,P4312
P2579,P3014
P4824,P110
P2859,P153
P3988,P1966
P4054,P4602
P2494,P2330
P299,P1850
P3406,P1766
P913,P2983
P385,P777
P1967,P2992
P1352,P4240
P3549,P3585
P2027,P4797
P4953,P4209
P2184,P4684
P4185,P2064
P2684,P2673
P2402,P3328
P1658,P1197
P296,P4107
P302,P878
P1534,P469
P1477,P2263
P2980,P4692
P952,P2851
P4615,P1297
P3568,P3569
P3364,P583
P2469,P4767
P4467,P101
P553,P1178
P346,P3949
P705,P620
P1339,P945
P3101,P1507
P3873,P3926
P4679,P4060
P2403,P2901
P711,P278
P2626,P2897
P179,P2292
P3347,P4160
P4447,P4608
P2909,P3013
P3385,P2989
P4263,P1531
P1057,P3347
P357,P1644
P1640,P4817
P1952,P4648
P3649,P3419
P3752,P3685
P2178,P2487
P4941,P3174
P1261,P2715
P3107,P1087
P3219,P2570
P2010,P4803
P1148,P1055
P2295,P4272
P4716,P4198
P3373,P911
P4666,P3094
P2894,P1013
P3677,P4580
P2088,P2492
P2035,P796
P2709,P983
P1288,P3731
P1522,P3677
P3090,P85
P240,P4548
P1483,P4385
P3111,P3793
P657,P168
P1068,P892
P3237,P1186
P4348,P1716
P681,P4659
P4438,P337
P4963,P1096
P2844,P1274
P1704,P3633
P4605,P1508
P2565,P2107
P1629,P2891
P1925,P940
P1178,P1787
P1084,P2365
P502,P1140
P3510,P4049
P565,P2822
P3820,P3371
P170,P211
P2148,P1764
P3552,P2253
P4879,P791
P343,P2451
P4917,P1450
P391,P3256
P1854,P4314
P3078,P3405
P2740,P3653
P2962,P3065
P3397,P3591
P3644,P4295
P3212,P1101
P1795,P1662
P4023,P3657
P1621,P2259
P265,P3175
P1472,P1328
P1700,P3295
P424,P2164
P4126,P2846
P1200,P1202
P2087,P3475
P4701,P984
P3446,P2498
P2934,P1768
P3550,P4773
P4803,P3824
P2572,P4551
P2726,P4535
P4652,P2181
P1383,P1863
P1074,P4401
P2739,P3139
P3666,P2703
P540,P1876
P1283,P2443
P165,P2711
P4011,P4032
P1208,P615
P3671,P3339
P1119,P469
P742,P208
P4696,P1286
P699,P2107
P4646,P3873
P2512,P1033
P3950,P3605
P2075,P1091
P4836,P1982
P1502,P4649
P2231,P1099
P1257,P4591
P4623,P2009
P1400,P2925
P2639,P2526
P2769,P2301
P4276,P4758
P378,P3262
P4839,P781
P1302,P3687
P545,P372
P4095,P2360
P4026,P3517
P4955,P169
P2795,P297
P462,P2423
P1463,P4615
P2470,P4800
P3295,P2725
P421,P3277
P4256,P4409
P222,P3322
P697,P1255
P3976,P2989
P2818,P1139
P772,P1133
P88,P1452
P3901,P3214
P1879,P2955
P852,P1363
P1776,P3027
P2032,P3800
P4558,P4353
P640,P115
P1356,P2468
P2686,P2609
P81,P305
P4382,P2566
P4538,P803
P4100,P683
P3047,P2445
P3478,P986
P195,P2031
P1133,P1278
P809,P3877
P987,P4012
P2087,P4754
P2544,P69
P3003,P251
P3818,P1434
P1391,P4803
P1408,P961
P3006,P1427
P1557,P1978
P2757,P4489
P124,P4199
P2584,P669
P640,P1150
P316,P1769
P1852,P750
P3763,P1513
P3041,P1765
P2240,P3817
P4133,P3979
P639,P4712
P4306,P2809
P472,P613
P4236,P824
P174,P2385
P1236,P3908
P1331,P3598
P3925,P102
P4170,P2756
P3146,P2544
P798,P1572
P1905,P3519
P4734,P734
P1226,P1511
P42,P500
P3516,P4213
P2114,P4462
P1125,P1648
P1615,P1247
P4250,P3398
P1390,P3799
P132,P2785
P2227,P2221
P1370,P2731
P3873,P4723
P4058,P2572
P3349,P2447
P2093,P3293
P4577,P4861
P1805,P3511
P3985,P3103
P3162,P617
P2048,P2849
P1811,P4483
P3285,P2206
P1251,P2470
P4667,P2035
P490,P2273
P3991,P1218
P2519,P2214
P2314,P376
P4393,P197
P4662,P2577
P4847,P4065
P1233,P1980
P3915,P1065
P3495,P794
P2429,P3768
P3071,P2192
P4505,P555
P2940,P1756
P1000,P1749
P602,P4814
P1765,P4244
P3258,P3348
P216,P1249
P2109,P4309
P2831,P3969
P2988,P4755
P4709,P447
P4234,P1924
P3620,P3374
P3226,P2639
P3107,P2039
P2607,P1495
P3720,P3458
P4397,P2502
P2071,P2727
P1448,P2979
P4847,P874
P7,P3460
P2890,P1441
P3970,P4135
P2343,P2055
P4845,P4438
P452,P1309
P4836,P3896
P3255,P4199
P1786,P4798
P2900,P2361
P2463,P2497
P3614,P49
P4941,P826
P1021,P98
P874,P1749
P3664,P4306
P3782,P2841
P2124,P3958
P1261,P2271
P566,P1197
P2341,P1142
P2498,P1441
P2094,P3433
P497,P2228
P144,P4620
P1605,P3454
P4285,P299
P1269,P998
P1556,P913
P3111,P4920
P1390,P2093
P3761,P3636
P2968,P1323
P3178,P1612
P1482,P2507
P1459,P1108
P839,P4220
P2415,P1327
P2661,P2934
P1697,P4095
P4861,P1697
P1347,P2113
P2024,P3744
P3862,P853
P223,P1818
P112,P1728
P1102,P2776
P2488,P4921
P4890,P3400
P743,P939
P3982,P1818
P648,P4095
P828,P615
P3582,P1498
P4847,P3884
P859,P3075
P4092,P3669
P437,P4613
P723,P2122
P2646,P708
P1740,P2604
P2120,P4607
P1501,P2611
P3120,P98
P604,P3082
P2058,P3881
P63,P4927
P2262,P3125
P335,P4595
P2276,P1484
P4517,P44
P4391,P1576
P2088,P2181
P3715,P3034
P3625,P3783
P1017,P510
P1007,P1303
P335,P785
P4931,P320
P2351,P4664
P1041,P1662
P3103,P2619
P2226,P1917
P1819,P2886
P2442,P2959
P2231,P795
P2412,P726
P1146,P919
P3966,P4655
P4406,P2244
P588,P122
P106,P4533
P1691,P606
P3173,P1287
P3083,P3568
P4153,P1939
P481,P4242
P2156,P4995
P2969,P1451
P3767,P2118
P2750,P3242
P3179,P150
P4223,P3304
P4489,P3949
P1747,P312
P38,P3211
P4586,P98
P3988,P4450
P3923,P3847
P3634,P2192
P1091,P4445
P1305,P704
P1526,P2800
P4499,P824
P1964,P4777
P3965,P2820
P2548,P2837
P3810,P2461
P3406,P511
P3917,P1982
P4282,P1921
P1968,P4721
P4875,P2978
P99,P4001
P3493,P504
P1454,P3226
P4768,P4496
P4251,P3288
P4042,P3210
P836,P2488
P4792,P1103
P3385,P2988
P4594,P1602
P4081,P2457
P4190,P4338
P996,P3595
P746,P1669
P116,P2685
P1603,P3056
P783,P358
P2640,P991
P683,P4051
P2897,P3827
P3325,P4584
P4011,P2593
P2816,P381
P2214,P614
P126,P4769
P3129,P3900
P2343,P2589
P4010,P4440
P1363,P1660
P3591,P4101
P275,P3305
P3741,P2161
P4706,P3071
P1022,P1234
P3116,P2837
P3974,P1284
P3309,P2283
P2843,P4945
P1960,P3070
P4081,P2926
P167,P1849
P3974,P2827
P3574,P4574
P2227,P4081
P655,P1193
P2911,P2242
P3748,P1320
P2670,P2172
P4760,P1522
P1197,P431
P1224,P1185
P808,P4569
P1813,P1436
P3850,P1498
P545,P2041
P2765,P1557
P2677,P4541
P320,P1231
P2656,P1050
P735,P1363
P2920,P4434
P2947,P2581
P4597,P3102
P3741,P3524
P4431,P3999
P3960,P1843
P2197,P4389
P3089,P2538
P1803,P2646
P168,P2437
P2320,P3188
P2038,P2850
P4987,P4502
P3208,P4057
P1753,P3539
P4952,P1544
P1606,P4954
P1420,P426
P3521,P3656
P4069,P1501
P1211,P1714
P1348,P4556
P4848,P358
P719,P3897
P2675,P1880
P3013,P2673
P337,P3275
P4061,P2746
P2640,P3819
P3104,P1481
P4945,P4395
P4619,P3227
P3733,P3852
P652,P732
P785,P3844
P2011,P1608
P458,P3932
P4417,P968
P2916,P2958
